product_id,sku,name,brand,variant,category,origin,weight_kg,price_eur,in_stock,rating,num_reviews,is_food,calories_per_100g,protein_g_per_100g,sugar_g_per_100g,fat_g_per_100g,carbs_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g
6894,SKU-006894,CreamyFarm Parmesan Value Pack,CreamyFarm,Value Pack,Dairy & Eggs,South Africa,1.89,4.94,Yes,4.5,1724,Yes,306.2,3.2,1.1,8.2,41.8,6.8,759.0
6895,SKU-006895,CrunchTime Fruit Roll-Up High Protein,CrunchTime,High Protein,Snacks & Confectionery,Thailand,0.78,7.65,Yes,4.8,2284,Yes,579.7,19.7,47.5,47.2,18.3,8.9,499.0
6896,SKU-006896,CreamyFarm Brie High Protein,CreamyFarm,High Protein,Dairy & Eggs,New Zealand,1.3,2.72,Yes,4.9,2247,Yes,245.9,7.1,2.7,31.1,4.6,3.9,170.0
6897,SKU-006897,FlowDrink Espresso Pods Classic,FlowDrink,Classic,Beverages,Italy,0.51,0.3,Yes,3.3,4487,Yes,33.7,1.8,4.7,0.2,2.5,1.6,219.0
6898,SKU-006898,OceanFresh Trout Gluten Free,OceanFresh,Gluten Free,Meat & Seafood,Brazil,1.72,16.01,Yes,3.4,3466,Yes,191.1,18.7,0.3,4.2,16.6,8.5,801.0
6899,SKU-006899,GreenLeaf Radish Premium,GreenLeaf,Premium,Fruits & Vegetables,Colombia,0.94,5.36,No,2.8,3204,Yes,31.6,2.9,6.1,1.0,1.9,0.2,1033.0
6900,SKU-006900,PureSip Smoothie Mini,PureSip,Mini,Beverages,New Zealand,0.51,4.45,Yes,2.9,1742,Yes,57.0,2.5,4.4,1.9,1.0,0.1,171.0
6901,SKU-006901,NaturePet Fish Food Value Pack,NaturePet,Value Pack,Pet Supplies,Colombia,6.76,15.1,Yes,3.4,3546,No,,,,,,,
6902,SKU-006902,SeaSelect Shrimp Extra Large,SeaSelect,Extra Large,Meat & Seafood,New Zealand,1.87,42.96,Yes,4.0,3795,Yes,290.3,26.6,0.3,17.7,4.5,1.9,69.0
6903,SKU-006903,GlowCare Wet Wipes Classic,GlowCare,Classic,Personal Care & Beauty,Thailand,0.85,24.81,Yes,4.3,3934,No,,,,,,,
6904,SKU-006904,GoldenCrust Banana Bread Multipack,GoldenCrust,Multipack,Bakery & Bread,South Africa,1.18,13.39,Yes,4.6,3957,Yes,415.4,9.0,2.5,12.1,41.8,6.2,1006.0
6905,SKU-006905,SparkleKing Window Cleaner Reduced Sugar,SparkleKing,Reduced Sugar,Household & Cleaning,Netherlands,3.7,14.48,Yes,2.6,3323,No,,,,,,,
6906,SKU-006906,BakeryCraft White Bread Mini,BakeryCraft,Mini,Bakery & Bread,Poland,1.36,9.23,Yes,4.4,4157,Yes,367.8,5.9,21.3,14.3,20.9,4.9,365.0
6907,SKU-006907,ElectroBase Flash Drive Organic,ElectroBase,Organic,Electronics & Batteries,Italy,1.1,11.7,No,4.3,3119,No,,,,,,,
6908,SKU-006908,CrunchTime Potato Chips Gluten Free,CrunchTime,Gluten Free,Snacks & Confectionery,France,0.54,8.48,No,4.4,2091,Yes,499.8,9.2,17.1,39.9,19.4,4.7,1058.0
6909,SKU-006909,PureSip Coffee Beans Extra Large,PureSip,Extra Large,Beverages,Greece,1.07,9.13,Yes,2.6,3640,Yes,31.4,4.7,9.5,1.7,1.8,1.8,576.0
6910,SKU-006910,SparkleKing Trash Bags Light,SparkleKing,Light,Household & Cleaning,Spain,4.63,16.41,Yes,4.9,704,No,,,,,,,
6911,SKU-006911,SparkleKing Laundry Detergent Multipack,SparkleKing,Multipack,Household & Cleaning,Thailand,3.68,16.01,Yes,3.0,1703,No,,,,,,,
6912,SKU-006912,WellLife Antihistamine Multipack,WellLife,Multipack,Health & Pharmacy,USA,0.33,36.05,Yes,4.1,1964,No,,,,,,,
6913,SKU-006913,GreenLeaf Lettuce Multipack,GreenLeaf,Multipack,Fruits & Vegetables,Mexico,1.01,0.83,Yes,2.9,2401,Yes,28.7,3.2,5.0,1.4,0.3,0.2,749.0
6914,SKU-006914,PantryPro Coconut Oil Spicy,PantryPro,Spicy,Pantry & Dry Goods,Brazil,1.1,7.6,Yes,2.8,40,Yes,256.1,8.3,59.3,16.9,12.5,9.7,658.0
6915,SKU-006915,ArtisanLoaf Tortilla Wrap Organic,ArtisanLoaf,Organic,Bakery & Bread,France,0.14,0.79,Yes,4.5,848,Yes,294.6,8.6,3.0,17.5,10.4,5.8,1146.0
6916,SKU-006916,GoldenCrust Pretzel Gluten Free,GoldenCrust,Gluten Free,Bakery & Bread,New Zealand,0.52,2.34,Yes,4.5,3640,Yes,328.4,8.6,14.5,4.4,19.6,3.8,613.0
6917,SKU-006917,WellLife Antihistamine Vegan,WellLife,Vegan,Health & Pharmacy,Germany,0.19,57.22,Yes,4.6,1581,No,,,,,,,
6918,SKU-006918,RefreshCo Instant Coffee Family Pack,RefreshCo,Family Pack,Beverages,Mexico,0.34,0.53,Yes,3.5,3314,Yes,5.5,0.7,11.4,0.5,2.7,1.1,358.0
6919,SKU-006919,DairyPure Cream Cheese Original,DairyPure,Original,Dairy & Eggs,UK,1.56,16.25,Yes,4.9,776,Yes,284.0,13.4,3.6,10.8,23.7,9.4,947.0
6920,SKU-006920,PureBaby Pacifier Family Pack,PureBaby,Family Pack,Baby & Toddler,Italy,2.02,13.9,Yes,2.5,4112,No,,,,,,,
6921,SKU-006921,MunchCo Digestive Biscuits Family Pack,MunchCo,Family Pack,Snacks & Confectionery,Canada,0.65,7.42,Yes,4.3,271,Yes,335.0,4.2,50.4,23.8,3.3,1.2,757.0
6922,SKU-006922,GoldenEgg Whole Milk Multipack,GoldenEgg,Multipack,Dairy & Eggs,South Africa,1.49,21.22,Yes,3.3,1118,Yes,35.8,16.5,3.3,6.8,2.2,1.9,388.0
6923,SKU-006923,FreshHome Trash Bags Natural,FreshHome,Natural,Household & Cleaning,Germany,3.49,16.56,Yes,3.9,3160,No,,,,,,,
6924,SKU-006924,FreshBaked Baguette Value Pack,FreshBaked,Value Pack,Bakery & Bread,UK,0.76,2.4,Yes,4.6,4220,Yes,283.0,5.6,16.9,2.3,20.3,4.9,1064.0
6925,SKU-006925,SunHarvest Corn Organic,SunHarvest,Organic,Fruits & Vegetables,Thailand,4.95,8.29,Yes,3.0,3518,Yes,64.6,1.5,3.1,0.4,13.6,5.6,394.0
6926,SKU-006926,VerdantVale Quark Low Fat,VerdantVale,Low Fat,Dairy & Eggs,Australia,0.68,4.39,Yes,2.7,3888,Yes,332.1,23.3,3.5,28.6,0.5,0.4,199.0
6927,SKU-006927,PureTouch Face Mask Spicy,PureTouch,Spicy,Personal Care & Beauty,Spain,0.9,17.49,No,3.1,2194,No,,,,,,,
6928,SKU-006928,MeadowMeats Ground Beef Extra Large,MeadowMeats,Extra Large,Meat & Seafood,Poland,1.14,7.84,Yes,3.6,2915,Yes,150.7,18.0,0.7,21.0,1.7,1.3,277.0
6929,SKU-006929,PharmaPlus Ibuprofen High Protein,PharmaPlus,High Protein,Health & Pharmacy,Japan,0.86,31.84,No,4.6,4755,No,,,,,,,
6930,SKU-006930,FrostBite Frozen Mixed Vegetables Natural,FrostBite,Natural,Frozen Foods,India,1.61,8.54,Yes,4.9,4448,Yes,260.2,10.5,2.2,18.0,4.1,2.4,1087.0
6931,SKU-006931,PaperCraft Markers Reduced Sugar,PaperCraft,Reduced Sugar,Stationery & Office,Germany,1.21,19.26,Yes,4.6,92,No,,,,,,,
6932,SKU-006932,ArtisanLoaf Dinner Roll Light,ArtisanLoaf,Light,Bakery & Bread,Australia,0.39,1.96,No,3.1,2693,Yes,231.2,9.2,17.9,10.8,0.5,0.4,260.0
6933,SKU-006933,DairyPure Quark Reduced Sugar,DairyPure,Reduced Sugar,Dairy & Eggs,Germany,1.11,7.17,Yes,2.9,3472,Yes,181.7,15.8,0.4,1.3,23.3,1.8,1173.0
6934,SKU-006934,DairyPure Cottage Cheese Organic,DairyPure,Organic,Dairy & Eggs,Mexico,1.99,21.88,Yes,3.7,4061,Yes,183.3,6.7,0.2,32.5,4.0,2.7,629.0
6935,SKU-006935,ElectroBase Phone Case Multipack,ElectroBase,Multipack,Electronics & Batteries,UK,0.57,15.28,Yes,4.3,4017,No,,,,,,,
6936,SKU-006936,ClearSpring Lemonade Deluxe,ClearSpring,Deluxe,Beverages,Australia,1.87,12.04,Yes,3.4,3506,Yes,37.8,2.4,2.0,1.1,2.1,0.4,641.0
6937,SKU-006937,CreamyFarm Heavy Cream Deluxe,CreamyFarm,Deluxe,Dairy & Eggs,Thailand,1.47,25.71,Yes,2.7,4118,Yes,186.3,14.2,2.8,27.4,1.8,0.0,1186.0
6938,SKU-006938,PantryPro Maple Syrup Value Pack,PantryPro,Value Pack,Pantry & Dry Goods,New Zealand,4.71,38.55,No,3.6,3874,Yes,628.2,8.7,5.4,29.6,22.4,6.6,594.0
6939,SKU-006939,NaturBeauty Bar Soap Natural,NaturBeauty,Natural,Personal Care & Beauty,Mexico,0.92,28.08,Yes,4.7,2911,No,,,,,,,
6940,SKU-006940,NaturePick Banana Sugar Free,NaturePick,Sugar Free,Fruits & Vegetables,Poland,3.34,2.94,Yes,2.9,1442,Yes,63.6,0.5,7.2,0.8,5.9,2.1,1070.0
6941,SKU-006941,TailWag Dog Collar Premium,TailWag,Premium,Pet Supplies,India,0.71,32.79,Yes,2.6,2303,No,,,,,,,
6942,SKU-006942,QuickFreeze Frozen Salmon Organic,QuickFreeze,Organic,Frozen Foods,USA,1.7,9.71,Yes,2.6,648,Yes,254.7,2.6,6.0,12.2,26.5,0.9,111.0
6943,SKU-006943,NutraNat Ibuprofen Natural,NutraNat,Natural,Health & Pharmacy,Australia,0.43,77.85,Yes,4.2,634,No,,,,,,,
6944,SKU-006944,SeaSelect Pork Belly Light,SeaSelect,Light,Meat & Seafood,France,2.98,38.75,Yes,2.8,4888,Yes,118.8,23.9,1.0,10.4,1.8,1.5,894.0
6945,SKU-006945,FrozenFresh Ice Cream (Vanilla) Spicy,FrozenFresh,Spicy,Frozen Foods,Netherlands,1.2,7.85,Yes,4.5,3931,Yes,162.3,9.5,10.2,16.2,3.3,0.7,295.0
6946,SKU-006946,ElectroBase Surge Protector Reduced Sugar,ElectroBase,Reduced Sugar,Electronics & Batteries,Mexico,0.07,21.89,Yes,2.7,207,No,,,,,,,
6947,SKU-006947,OrganicGrove Watermelon Multipack,OrganicGrove,Multipack,Fruits & Vegetables,Canada,4.32,16.66,Yes,2.9,2397,Yes,47.1,2.7,12.1,1.2,5.1,2.9,639.0
6948,SKU-006948,TreatStreet Granola Bar Classic,TreatStreet,Classic,Snacks & Confectionery,Poland,0.72,17.46,Yes,4.2,2093,Yes,494.4,12.6,47.7,17.3,53.0,4.3,832.0
6949,SKU-006949,DeskMate Folder Natural,DeskMate,Natural,Stationery & Office,UK,1.32,9.98,Yes,3.8,4830,No,,,,,,,
6950,SKU-006950,SunHarvest Turnip Spicy,SunHarvest,Spicy,Fruits & Vegetables,Thailand,1.57,7.7,Yes,3.6,3518,Yes,28.1,3.0,1.8,0.9,0.4,0.2,634.0
6951,SKU-006951,OfficeElite Staples Deluxe,OfficeElite,Deluxe,Stationery & Office,Mexico,1.17,20.33,Yes,4.2,4071,No,,,,,,,
6952,SKU-006952,RefreshCo Protein Shake Original,RefreshCo,Original,Beverages,Netherlands,0.6,2.3,Yes,4.7,1791,Yes,69.0,4.2,6.2,0.7,1.4,0.6,845.0
6953,SKU-006953,PureSip Lemonade Spicy,PureSip,Spicy,Beverages,Canada,0.95,3.53,Yes,2.9,125,Yes,50.8,1.3,0.4,1.0,6.2,5.0,773.0
6954,SKU-006954,OceanFresh Salmon Fillet Original,OceanFresh,Original,Meat & Seafood,Colombia,1.35,49.8,No,3.9,1418,Yes,183.7,21.0,0.7,21.8,3.3,2.0,1158.0
6955,SKU-006955,HappyPaws Dog Shampoo Reduced Sugar,HappyPaws,Reduced Sugar,Pet Supplies,South Africa,9.88,21.04,Yes,3.7,775,No,,,,,,,
6956,SKU-006956,WheatWorks Ciabatta Gluten Free,WheatWorks,Gluten Free,Bakery & Bread,New Zealand,0.99,7.22,Yes,4.8,3732,Yes,391.9,4.9,18.1,10.0,13.4,8.5,510.0
6957,SKU-006957,SunHarvest Tomato Mini,SunHarvest,Mini,Fruits & Vegetables,Netherlands,3.51,7.37,Yes,5.0,1209,Yes,25.9,1.3,11.6,1.1,0.0,0.0,691.0
6958,SKU-006958,RefreshCo Oat Milk Drink Vegan,RefreshCo,Vegan,Beverages,India,0.91,8.0,Yes,2.7,1808,Yes,61.7,0.6,3.5,0.6,2.4,2.3,170.0
6959,SKU-006959,PantryPro Curry Powder Vegan,PantryPro,Vegan,Pantry & Dry Goods,Netherlands,4.66,10.65,Yes,4.4,56,Yes,823.9,24.3,3.3,14.1,34.8,4.7,479.0
6960,SKU-006960,KitchenEssentials Rigatoni Classic,KitchenEssentials,Classic,Pantry & Dry Goods,Canada,0.3,4.9,Yes,3.4,4837,Yes,587.3,8.5,73.7,67.9,0.3,0.1,499.0
6961,SKU-006961,FreshHome Rubber Gloves Natural,FreshHome,Natural,Household & Cleaning,Thailand,1.6,5.22,Yes,3.9,3936,No,,,,,,,
6962,SKU-006962,SweetBite Granola Bar Gluten Free,SweetBite,Gluten Free,Snacks & Confectionery,Spain,0.65,16.47,Yes,3.6,2009,Yes,503.6,17.5,3.3,45.3,6.4,5.0,235.0
6963,SKU-006963,MunchCo Pistachios Low Fat,MunchCo,Low Fat,Snacks & Confectionery,Japan,0.05,0.8,Yes,3.8,3711,Yes,487.4,19.5,52.8,32.2,16.1,8.0,1107.0
6964,SKU-006964,KitchenEssentials Black Beans Low Fat,KitchenEssentials,Low Fat,Pantry & Dry Goods,Colombia,1.52,8.63,Yes,4.4,2949,Yes,334.9,2.5,65.4,26.3,19.0,2.0,1017.0
6965,SKU-006965,NaturBeauty Feminine Pads Value Pack,NaturBeauty,Value Pack,Personal Care & Beauty,Poland,0.52,25.58,Yes,2.7,1448,No,,,,,,,
6966,SKU-006966,QuickFreeze Frozen Onion Rings Deluxe,QuickFreeze,Deluxe,Frozen Foods,UK,0.89,2.67,Yes,2.5,1180,Yes,198.6,4.1,12.6,9.2,3.0,0.5,124.0
6967,SKU-006967,IceCraft Frozen Lasagna Sugar Free,IceCraft,Sugar Free,Frozen Foods,Japan,1.99,25.31,No,4.8,4179,Yes,157.6,10.8,10.9,14.4,0.7,0.4,1083.0
6968,SKU-006968,NaturalPantry Coconut Oil Spicy,NaturalPantry,Spicy,Pantry & Dry Goods,Netherlands,1.19,18.49,Yes,2.6,1678,Yes,368.3,9.1,63.2,74.9,0.4,0.1,527.0
6969,SKU-006969,ChillFoods Frozen Shrimp Sugar Free,ChillFoods,Sugar Free,Frozen Foods,Mexico,2.27,27.97,Yes,3.8,4953,Yes,160.4,9.1,19.7,12.8,1.8,1.1,1004.0
6970,SKU-006970,PureSip Smoothie Vegan,PureSip,Vegan,Beverages,Brazil,0.6,2.78,Yes,4.1,3998,Yes,17.5,2.6,8.9,0.2,0.0,0.0,505.0
6971,SKU-006971,NaturalPantry Basil Low Fat,NaturalPantry,Low Fat,Pantry & Dry Goods,Poland,1.93,26.14,No,3.2,3707,Yes,335.4,2.6,20.7,59.3,2.6,2.2,217.0
6972,SKU-006972,FlowDrink Sparkling Lemonade Sugar Free,FlowDrink,Sugar Free,Beverages,South Africa,1.68,16.46,Yes,4.0,4667,Yes,60.0,0.5,4.6,1.1,4.4,3.6,1173.0
6973,SKU-006973,ScribblePro A4 Paper Economy,ScribblePro,Economy,Stationery & Office,New Zealand,0.41,5.81,No,2.7,947,No,,,,,,,
6974,SKU-006974,GoldenEgg Mozzarella Sugar Free,GoldenEgg,Sugar Free,Dairy & Eggs,Greece,0.34,6.13,Yes,4.6,1619,Yes,235.1,25.0,0.3,23.6,4.7,1.7,262.0
6975,SKU-006975,BabyBliss Baby Snack Puffs High Protein,BabyBliss,High Protein,Baby & Toddler,Japan,2.69,17.26,Yes,4.6,272,No,,,,,,,
6976,SKU-006976,HomeCook Turmeric Classic,HomeCook,Classic,Pantry & Dry Goods,Poland,2.07,36.05,Yes,4.1,1151,Yes,676.8,5.2,15.6,70.6,3.4,0.4,1100.0
6977,SKU-006977,PureSip Sparkling Lemonade Reduced Sugar,PureSip,Reduced Sugar,Beverages,Japan,0.39,3.73,Yes,3.6,3409,Yes,63.8,2.3,10.9,0.9,0.5,0.1,857.0
6978,SKU-006978,DairyPure Camembert Mini,DairyPure,Mini,Dairy & Eggs,India,0.87,10.38,Yes,4.8,3217,Yes,184.6,16.9,2.0,25.1,4.3,1.8,429.0
6979,SKU-006979,BrewMasters Chamomile Tea Natural,BrewMasters,Natural,Beverages,Germany,1.34,4.23,Yes,3.5,3354,Yes,72.0,3.6,7.7,1.1,5.0,0.5,660.0
6980,SKU-006980,SunHarvest Orange Low Fat,SunHarvest,Low Fat,Fruits & Vegetables,Colombia,3.44,5.13,Yes,3.6,76,Yes,28.1,2.6,6.7,1.1,1.0,0.6,279.0
6981,SKU-006981,FrostBite Frozen Dumplings Spicy,FrostBite,Spicy,Frozen Foods,Brazil,1.25,14.93,Yes,3.1,2668,Yes,181.0,3.9,10.1,11.8,13.2,2.6,569.0
6982,SKU-006982,ClearSpring Sparkling Lemonade Premium,ClearSpring,Premium,Beverages,Mexico,0.68,5.39,Yes,3.5,4802,Yes,6.8,2.1,1.3,1.9,4.1,0.7,767.0
6983,SKU-006983,NaturBeauty Bar Soap Multipack,NaturBeauty,Multipack,Personal Care & Beauty,Brazil,0.67,2.87,Yes,3.1,2266,No,,,,,,,
6984,SKU-006984,HappyPaws Cat Litter Family Pack,HappyPaws,Family Pack,Pet Supplies,Germany,9.65,5.91,Yes,2.5,679,No,,,,,,,
6985,SKU-006985,PureSip Ground Coffee Natural,PureSip,Natural,Beverages,Australia,1.88,3.14,No,2.9,442,Yes,2.9,0.9,0.3,0.4,0.3,0.1,690.0
6986,SKU-006986,PantryPro Thyme High Protein,PantryPro,High Protein,Pantry & Dry Goods,Mexico,4.22,60.82,Yes,3.7,393,Yes,860.0,23.8,54.3,68.0,33.6,0.3,975.0
6987,SKU-006987,HealthPlus Eye Drops Economy,HealthPlus,Economy,Health & Pharmacy,Brazil,0.42,66.41,Yes,3.8,3154,No,,,,,,,
6988,SKU-006988,NaturBeauty Tampons Value Pack,NaturBeauty,Value Pack,Personal Care & Beauty,Germany,0.41,12.84,Yes,4.2,3389,No,,,,,,,
6989,SKU-006989,PureBaby Diapers (M) Natural,PureBaby,Natural,Baby & Toddler,Spain,2.76,6.93,Yes,2.9,3968,No,,,,,,,
6990,SKU-006990,GentleStart Baby Shampoo Reduced Sugar,GentleStart,Reduced Sugar,Baby & Toddler,Japan,2.32,31.11,Yes,4.2,540,No,,,,,,,
6991,SKU-006991,VoltEdge C Batteries High Protein,VoltEdge,High Protein,Electronics & Batteries,New Zealand,0.37,57.81,Yes,3.6,3318,No,,,,,,,
6992,SKU-006992,GreenLeaf Plum High Protein,GreenLeaf,High Protein,Fruits & Vegetables,India,4.54,16.6,Yes,4.5,2133,Yes,39.9,1.7,14.7,0.5,1.2,0.8,717.0
6993,SKU-006993,OrganicGrove Lemon Low Fat,OrganicGrove,Low Fat,Fruits & Vegetables,USA,3.32,11.97,Yes,3.3,3391,Yes,26.9,0.7,8.7,1.1,0.7,0.6,175.0
6994,SKU-006994,FrostBite Frozen Waffles Value Pack,FrostBite,Value Pack,Frozen Foods,New Zealand,1.2,8.32,Yes,4.6,3898,Yes,236.3,5.6,8.0,10.3,17.6,8.0,59.0
6995,SKU-006995,GlobalTable Mustard Classic,GlobalTable,Classic,Pantry & Dry Goods,South Africa,1.87,29.68,Yes,3.1,3366,Yes,808.3,16.5,14.5,91.4,1.9,0.5,55.0
6996,SKU-006996,SunHarvest Fennel Low Fat,SunHarvest,Low Fat,Fruits & Vegetables,France,1.84,1.37,Yes,3.4,876,Yes,82.5,2.7,3.9,0.5,15.0,6.9,670.0
6997,SKU-006997,MeadowMeats Turkey Breast Classic,MeadowMeats,Classic,Meat & Seafood,UK,1.99,32.38,Yes,4.0,3572,Yes,274.0,26.2,0.8,4.7,13.8,1.3,355.0
6998,SKU-006998,TreatStreet Granola Bar Mini,TreatStreet,Mini,Snacks & Confectionery,Mexico,0.73,13.55,Yes,3.8,3739,Yes,531.7,15.1,17.4,40.7,3.5,2.2,35.0
6999,SKU-006999,FreshHome Paper Towels Classic,FreshHome,Classic,Household & Cleaning,France,0.49,2.97,Yes,3.3,1684,No,,,,,,,
7000,SKU-007000,NaturePick Cauliflower Original,NaturePick,Original,Fruits & Vegetables,Peru,1.41,2.98,Yes,2.9,4382,Yes,46.3,2.1,5.5,0.1,1.0,0.7,638.0
7001,SKU-007001,NaturePick Lime Sugar Free,NaturePick,Sugar Free,Fruits & Vegetables,Japan,0.95,3.97,Yes,3.3,3324,Yes,70.5,3.0,12.8,0.3,8.3,2.7,117.0
7002,SKU-007002,HealthPlus First Aid Kit Light,HealthPlus,Light,Health & Pharmacy,USA,0.61,63.0,Yes,2.9,4083,No,,,,,,,
7003,SKU-007003,GentleStart Baby Cereal Extra Large,GentleStart,Extra Large,Baby & Toddler,Colombia,1.08,28.73,Yes,4.4,3007,No,,,,,,,
7004,SKU-007004,PureTouch Deodorant Original,PureTouch,Original,Personal Care & Beauty,Brazil,0.83,8.93,Yes,3.3,832,No,,,,,,,
7005,SKU-007005,NaturePick Zucchini Gluten Free,NaturePick,Gluten Free,Fruits & Vegetables,Poland,2.46,14.39,Yes,3.7,4392,Yes,60.1,2.7,3.4,1.4,8.5,3.3,659.0
7006,SKU-007006,CleanSweep Mop Reduced Sugar,CleanSweep,Reduced Sugar,Household & Cleaning,Peru,1.61,17.8,Yes,4.6,3958,No,,,,,,,
7007,SKU-007007,FreshHome Floor Cleaner Spicy,FreshHome,Spicy,Household & Cleaning,Peru,1.15,4.13,Yes,3.8,1417,No,,,,,,,
7008,SKU-007008,HealthPlus Multivitamin Family Pack,HealthPlus,Family Pack,Health & Pharmacy,Spain,0.18,49.95,Yes,4.0,3009,No,,,,,,,
7009,SKU-007009,ArtisanLoaf Focaccia Multipack,ArtisanLoaf,Multipack,Bakery & Bread,India,1.11,11.92,Yes,2.5,452,Yes,389.1,6.5,15.1,13.5,60.1,5.0,391.0
7010,SKU-007010,DairyPure Halloumi Premium,DairyPure,Premium,Dairy & Eggs,Greece,1.73,4.9,Yes,4.4,2550,Yes,63.3,20.4,0.9,20.7,0.7,0.0,935.0
7011,SKU-007011,SnackHouse Wafers Multipack,SnackHouse,Multipack,Snacks & Confectionery,Netherlands,0.89,17.07,Yes,5.0,3860,Yes,560.1,11.3,48.2,5.8,57.2,6.3,348.0
7012,SKU-007012,ChillFoods Frozen Mixed Vegetables Deluxe,ChillFoods,Deluxe,Frozen Foods,India,1.88,7.44,Yes,5.0,353,Yes,165.0,17.3,5.8,12.3,3.9,2.2,605.0
7013,SKU-007013,ArtisanLoaf Whole Wheat Bread Light,ArtisanLoaf,Light,Bakery & Bread,Mexico,1.19,9.51,Yes,4.7,2762,Yes,268.8,7.7,22.4,3.6,39.5,4.5,407.0
7014,SKU-007014,PrimeCut Lamb Rack Classic,PrimeCut,Classic,Meat & Seafood,Poland,0.81,8.96,Yes,3.5,2430,Yes,163.5,26.4,0.7,11.3,2.2,1.0,864.0
7015,SKU-007015,PureSip Diet Cola Original,PureSip,Original,Beverages,South Africa,1.13,9.42,Yes,4.3,1136,Yes,63.1,4.1,1.2,0.3,8.4,7.6,150.0
7016,SKU-007016,IceCraft Frozen French Fries Original,IceCraft,Original,Frozen Foods,Japan,1.33,17.92,Yes,4.0,4508,Yes,298.3,13.5,1.1,14.9,24.2,6.4,268.0
7017,SKU-007017,VitalCare Throat Lozenges Classic,VitalCare,Classic,Health & Pharmacy,Germany,0.95,69.61,Yes,4.4,3618,No,,,,,,,
7018,SKU-007018,OrganicGrove Apple Extra Large,OrganicGrove,Extra Large,Fruits & Vegetables,Greece,0.43,2.25,Yes,3.3,2136,Yes,45.3,3.8,9.2,0.9,0.2,0.0,789.0
7019,SKU-007019,FrostBite Frozen Peas Spicy,FrostBite,Spicy,Frozen Foods,Colombia,2.44,12.5,Yes,4.9,4513,Yes,186.5,14.5,1.0,14.4,4.8,4.0,745.0
7020,SKU-007020,FreshBaked Croissant Extra Large,FreshBaked,Extra Large,Bakery & Bread,Netherlands,0.87,2.27,Yes,4.4,3633,Yes,330.8,4.4,24.4,10.9,51.3,4.5,224.0
7021,SKU-007021,VitalCare Plasters Extra Large,VitalCare,Extra Large,Health & Pharmacy,Peru,0.88,55.86,Yes,4.6,1850,No,,,,,,,
7022,SKU-007022,OceanFresh Lamb Rack Gluten Free,OceanFresh,Gluten Free,Meat & Seafood,USA,1.15,45.87,Yes,3.2,2086,Yes,112.8,17.3,0.6,20.5,2.9,2.0,462.0
7023,SKU-007023,FrozenFresh Popsicles Multipack,FrozenFresh,Multipack,Frozen Foods,USA,2.39,21.14,No,4.4,3214,Yes,233.4,6.7,18.1,14.4,11.7,9.0,885.0
7024,SKU-007024,EcoClean Multi-Surface Cleaner Mini,EcoClean,Mini,Household & Cleaning,India,1.29,9.36,Yes,4.3,1139,No,,,,,,,
7025,SKU-007025,VitalCare Paracetamol Vegan,VitalCare,Vegan,Health & Pharmacy,India,0.34,40.23,Yes,3.2,172,No,,,,,,,
7026,SKU-007026,DeskMate Markers Gluten Free,DeskMate,Gluten Free,Stationery & Office,Canada,1.15,13.25,Yes,2.8,1701,No,,,,,,,
7027,SKU-007027,PrimeCut Haddock Multipack,PrimeCut,Multipack,Meat & Seafood,Brazil,1.75,66.25,Yes,4.2,3201,Yes,229.6,22.2,0.1,17.2,4.0,2.5,187.0
7028,SKU-007028,PantryPro Peanut Butter Natural,PantryPro,Natural,Pantry & Dry Goods,Thailand,0.47,7.92,Yes,4.3,2382,Yes,274.6,16.7,10.7,83.1,1.6,0.7,977.0
7029,SKU-007029,ClearSpring Diet Cola Reduced Sugar,ClearSpring,Reduced Sugar,Beverages,France,0.64,4.52,Yes,3.8,1266,Yes,54.4,4.2,0.6,1.2,3.2,0.2,148.0
7030,SKU-007030,PharmaPlus Plasters Value Pack,PharmaPlus,Value Pack,Health & Pharmacy,India,0.27,22.52,Yes,3.7,3432,No,,,,,,,
7031,SKU-007031,NaturePick Cucumber Economy,NaturePick,Economy,Fruits & Vegetables,Peru,1.11,3.25,Yes,2.9,3924,Yes,39.3,1.2,10.0,1.3,2.3,1.0,876.0
7032,SKU-007032,SunHarvest Lime Natural,SunHarvest,Natural,Fruits & Vegetables,Poland,3.08,6.9,Yes,2.9,4992,Yes,54.4,4.0,6.3,0.3,5.0,2.6,758.0
7033,SKU-007033,NaturePet Pet Toothbrush Multipack,NaturePet,Multipack,Pet Supplies,Canada,5.48,19.49,Yes,4.3,2668,No,,,,,,,
7034,SKU-007034,HomeCook Baking Soda Gluten Free,HomeCook,Gluten Free,Pantry & Dry Goods,India,4.5,83.68,Yes,4.3,79,Yes,468.6,5.9,64.8,97.7,4.9,2.8,163.0
7035,SKU-007035,PharmaPlus Omega-3 Fish Oil Spicy,PharmaPlus,Spicy,Health & Pharmacy,Thailand,0.56,77.52,Yes,2.7,3217,No,,,,,,,
7036,SKU-007036,FurFriends Dry Dog Food Deluxe,FurFriends,Deluxe,Pet Supplies,Brazil,2.68,16.68,Yes,4.2,2752,No,,,,,,,
7037,SKU-007037,PrimeCut Rabbit Leg Value Pack,PrimeCut,Value Pack,Meat & Seafood,UK,2.78,34.76,Yes,3.6,3513,Yes,293.3,25.3,0.1,6.7,27.2,6.4,120.0
